Total CGPA,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,certifications,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies?,Type of company want to settle in?,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour?,Management or Technical,worked in teams ever?,Introvert
7.9,1,1,8,3,no,yes,app development,poor,excellent,programming,Business process analyst,higherstudies,Sales and Marketing,no,Health,salary,gentle,Technical,yes,no
7.488888888888889,2,6,3,5,no,no,r programming,excellent,poor,networks,testing,job,Testing and Maintainance Services,yes,Guide,Work,gentle,Management,yes,yes
7.411111111111111,1,0,4,7,no,no,full stack,excellent,poor,data engineering,security,job,SAaS services,yes,Health,salary,stubborn,Technical,no,no
7.933333333333333,2,6,6,3,yes,no,r programming,excellent,medium,parallel computing,security,higherstudies,Cloud Services,no,Science,salary,gentle,Management,no,no
7.533333333333333,7,0,4,3,yes,yes,information security,poor,poor,programming,testing,job,Sales and Marketing,no,Travel,salary,gentle,Technical,no,yes
7.666666666666667,8,1,8,3,yes,no,app development,poor,excellent,cloud computing,system developer,job,Testing and Maintainance Services,no,Mystery,Work,gentle,Management,no,no
8.044444444444444,9,5,8,4,yes,yes,full stack,poor,medium,parallel computing,security,higherstudies,Product based,yes,Self help,salary,gentle,Technical,yes,yes
7.933333333333333,5,5,6,4,no,no,machine learning,excellent,medium,cloud computing,Business process analyst,job,SAaS services,no,Satire,Work,stubborn,Technical,no,yes
7.722222222222223,8,3,9,8,no,yes,python,medium,medium,cloud computing,testing,higherstudies,Finance,no,History,Work,gentle,Management,no,no
8.055555555555555,1,0,7,1,yes,yes,shell programming,medium,poor,programming,system developer,job,Testing and Maintainance Services,yes,Autobiographies,Work,stubborn,Technical,yes,yes
8.211111111111112,2,1,7,5,yes,no,distro making,excellent,medium,programming,developer,higherstudies,BPA,yes,Series,Work,stubborn,Technical,yes,yes
7.5,4,2,2,1,yes,yes,app development,poor,poor,Management,developer,job,Web Services,no,Series,Work,stubborn,Management,yes,no
7.722222222222223,7,0,4,3,no,no,hadoop,medium,medium,hacking,testing,higherstudies,Testing and Maintainance Services,no,Drama,Work,gentle,Technical,no,no
8.1,9,6,8,5,no,yes,python,poor,poor,parallel computing,developer,higherstudies,Web Services,yes,Biographies,salary,gentle,Technical,yes,no
7.822222222222223,4,0,3,5,no,yes,machine learning,excellent,medium,Computer Architecture,security,job,Product based,yes,Horror,Work,gentle,Technical,no,yes
7.788888888888889,8,5,4,3,no,yes,distro making,poor,poor,hacking,testing,job,BPA,yes,Childrens,Work,stubborn,Technical,no,yes
7.177777777777777,4,2,2,9,yes,yes,shell programming,poor,poor,data engineering,testing,job,Service Based,no,Romance,salary,stubborn,Technical,no,yes
7.877777777777777,2,0,3,4,no,yes,distro making,excellent,medium,Software Engineering,system developer,higherstudies,BPA,yes,Health,Work,stubborn,Technical,yes,no
7.7666666666666675,8,5,5,2,no,no,full stack,medium,excellent,hacking,testing,higherstudies,Product based,no,Encyclopedias,salary,stubborn,Technical,yes,no
7.433333333333333,9,0,9,9,no,yes,distro making,poor,excellent,hacking,cloud computing,higherstudies,Product based,no,Fantasy,salary,gentle,Management,no,yes
7.5777777777777775,7,1,7,6,no,no,full stack,medium,medium,IOT,Business process analyst,job,Cloud Services,no,Fantasy,Work,stubborn,Technical,yes,no
7.444444444444445,8,4,1,4,yes,yes,information security,excellent,poor,programming,developer,job,BPA,yes,Self help,salary,stubborn,Technical,yes,yes
7.677777777777777,6,6,6,2,no,yes,app development,excellent,poor,parallel computing,testing,job,Testing and Maintainance Services,yes,Prayer books,salary,gentle,Technical,no,yes
8.466666666666667,9,6,5,9,no,no,distro making,excellent,excellent,Software Engineering,Business process analyst,higherstudies,Finance,no,Guide,salary,stubborn,Management,no,yes
7.711111111111111,8,2,5,5,yes,yes,full stack,excellent,poor,Software Engineering,security,job,Testing and Maintainance Services,yes,Cookbooks,Work,stubborn,Management,yes,no
7.411111111111111,2,6,6,9,yes,yes,full stack,medium,excellent,Management,testing,higherstudies,Cloud Services,yes,Science,salary,stubborn,Technical,yes,yes
7.555555555555555,1,6,2,3,yes,yes,full stack,excellent,poor,hacking,Business process analyst,higherstudies,Service Based,yes,Health,salary,stubborn,Technical,yes,yes
7.944444444444445,4,4,4,8,yes,yes,information security,excellent,poor,parallel computing,developer,higherstudies,Service Based,yes,Anthology,salary,gentle,Management,yes,no
7.9222222222222225,1,3,4,5,yes,yes,full stack,poor,medium,networks,security,higherstudies,Finance,no,Trilogy,Work,stubborn,Management,yes,no
8.033333333333333,7,5,1,4,yes,yes,information security,excellent,poor,parallel computing,Business process analyst,higherstudies,Testing and Maintainance Services,no,Diaries,salary,stubborn,Technical,yes,yes
7.7666666666666675,3,0,7,9,yes,no,app development,poor,poor,data engineering,developer,job,Web Services,no,Self help,salary,gentle,Management,no,no
7.722222222222223,7,3,8,7,no,yes,full stack,medium,excellent,Software Engineering,testing,job,Product based,no,Mystery,salary,gentle,Technical,no,yes
7.433333333333333,7,4,1,1,no,no,python,medium,medium,hacking,cloud computing,higherstudies,product development,yes,Horror,salary,gentle,Technical,no,no
7.944444444444445,1,3,5,7,no,yes,information security,poor,poor,Computer Architecture,system developer,job,BPA,no,Horror,salary,gentle,Technical,no,no
7.544444444444444,6,6,8,4,no,yes,shell programming,medium,poor,programming,system developer,job,Cloud Services,yes,Autobiographies,Work,stubborn,Management,yes,no
7.933333333333333,5,1,8,5,yes,no,hadoop,medium,excellent,data engineering,system developer,job,Sales and Marketing,yes,Autobiographies,Work,gentle,Technical,no,no
7.433333333333333,9,3,6,7,no,yes,r programming,medium,medium,Software Engineering,security,job,product development,no,Trilogy,salary,gentle,Management,no,yes
7.788888888888889,4,5,8,3,no,no,machine learning,medium,poor,IOT,testing,higherstudies,BPA,no,Health,salary,gentle,Management,yes,no
8.155555555555555,6,0,2,2,yes,yes,r programming,medium,excellent,networks,cloud computing,higherstudies,BPA,yes,Art,Work,gentle,Management,yes,yes
7.444444444444445,7,3,5,7,yes,yes,distro making,poor,excellent,cloud computing,security,job,Cloud Services,yes,Journals,salary,gentle,Management,no,yes
7.511111111111111,7,0,3,1,no,yes,app development,excellent,excellent,hacking,developer,higherstudies,Service Based,no,Journals,salary,stubborn,Technical,yes,yes
8.0,7,2,9,7,yes,yes,r programming,excellent,poor,hacking,developer,higherstudies,Sales and Marketing,no,Mystery,Work,stubborn,Technical,no,yes
8.133333333333333,9,6,6,8,no,no,app development,poor,excellent,parallel computing,cloud computing,higherstudies,BPA,yes,Comics,salary,gentle,Management,yes,no
7.666666666666667,7,5,5,6,no,yes,shell programming,medium,poor,parallel computing,security,higherstudies,SAaS services,yes,Dictionaries,Work,gentle,Technical,no,yes
7.9,8,1,9,4,no,yes,app development,excellent,excellent,parallel computing,cloud computing,job,Sales and Marketing,yes,Journals,Work,gentle,Management,yes,yes
8.11111111111111,8,6,3,6,no,yes,full stack,poor,poor,hacking,system developer,higherstudies,Web Services,no,Journals,Work,gentle,Technical,yes,yes
7.622222222222223,4,1,9,6,yes,yes,information security,excellent,poor,data engineering,security,job,Finance,no,Anthology,salary,gentle,Technical,no,no
7.477777777777777,7,4,6,4,no,no,app development,excellent,excellent,networks,cloud computing,job,SAaS services,no,Anthology,salary,stubborn,Technical,no,yes
7.9222222222222225,4,5,3,6,no,no,distro making,poor,medium,IOT,Business process analyst,job,Finance,no,Mystery,salary,stubborn,Management,no,yes
7.633333333333333,1,2,5,2,no,no,python,medium,excellent,data engineering,cloud computing,job,Finance,yes,Science fiction,salary,gentle,Technical,yes,yes
7.7333333333333325,8,4,1,6,no,yes,distro making,excellent,medium,hacking,system developer,job,Finance,yes,Diaries,Work,gentle,Technical,no,yes
7.466666666666667,3,4,8,2,yes,no,shell programming,medium,medium,Software Engineering,Business process analyst,job,SAaS services,no,Romance,salary,stubborn,Management,yes,no
8.055555555555555,1,2,9,9,yes,no,app development,medium,medium,networks,security,job,product development,no,Childrens,salary,stubborn,Technical,yes,yes
7.666666666666667,6,0,6,8,no,yes,app development,excellent,excellent,IOT,security,job,SAaS services,no,Health,salary,stubborn,Technical,yes,yes
7.088888888888889,4,3,1,9,no,yes,python,poor,poor,cloud computing,testing,higherstudies,Sales and Marketing,no,Health,salary,gentle,Management,no,yes
7.833333333333333,4,5,2,8,yes,no,full stack,poor,excellent,cloud computing,security,job,Cloud Services,no,Mystery,Work,stubborn,Management,no,yes
7.877777777777777,1,6,9,6,no,no,hadoop,excellent,poor,Computer Architecture,system developer,job,product development,yes,Science fiction,Work,stubborn,Technical,yes,yes
7.2555555555555555,8,1,8,1,no,no,distro making,excellent,poor,Management,cloud computing,job,Cloud Services,yes,Guide,salary,stubborn,Technical,no,yes
6.966666666666667,9,4,9,6,no,no,python,poor,medium,cloud computing,developer,job,SAaS services,no,Journals,Work,gentle,Management,no,yes
7.022222222222223,2,5,1,1,no,no,information security,medium,medium,Computer Architecture,cloud computing,higherstudies,product development,no,Drama,salary,stubborn,Management,yes,yes
7.877777777777777,1,0,4,3,no,yes,python,excellent,medium,parallel computing,security,higherstudies,BPA,no,Childrens,salary,stubborn,Technical,no,yes
7.6,5,3,7,6,yes,yes,python,medium,poor,parallel computing,testing,higherstudies,Testing and Maintainance Services,no,Anthology,Work,stubborn,Management,yes,yes
8.088888888888889,7,1,2,3,yes,yes,machine learning,poor,excellent,IOT,Business process analyst,higherstudies,Sales and Marketing,no,Poetry,Work,gentle,Technical,yes,no
7.588888888888889,3,0,8,2,no,no,distro making,poor,poor,Computer Architecture,system developer,higherstudies,product development,no,Dictionaries,salary,gentle,Technical,no,no
7.688888888888888,4,0,2,2,yes,yes,distro making,poor,poor,cloud computing,testing,job,Finance,no,Encyclopedias,Work,gentle,Technical,yes,no
8.088888888888889,7,2,6,1,yes,no,distro making,excellent,poor,cloud computing,security,job,product development,yes,Religion-Spirituality,salary,stubborn,Technical,no,no
7.066666666666667,8,2,9,3,yes,yes,distro making,excellent,medium,data engineering,developer,higherstudies,Product based,no,Drama,Work,gentle,Technical,no,yes
7.9,3,5,9,2,no,yes,shell programming,excellent,medium,parallel computing,developer,job,Testing and Maintainance Services,no,Religion-Spirituality,Work,stubborn,Management,yes,no
7.211111111111111,4,5,9,8,no,no,app development,medium,medium,Software Engineering,testing,higherstudies,SAaS services,yes,Guide,Work,stubborn,Technical,no,yes
8.177777777777777,7,3,8,8,no,yes,machine learning,poor,excellent,networks,developer,higherstudies,Service Based,yes,Action and Adventure,Work,stubborn,Management,no,yes
7.711111111111111,4,1,7,4,yes,yes,hadoop,poor,excellent,Management,system developer,higherstudies,Finance,yes,Autobiographies,Work,gentle,Technical,no,yes
7.633333333333333,7,6,7,8,yes,no,information security,poor,excellent,programming,Business process analyst,higherstudies,Product based,no,Diaries,Work,stubborn,Management,yes,no
7.588888888888889,5,5,3,7,no,yes,machine learning,medium,poor,IOT,developer,job,Testing and Maintainance Services,yes,Biographies,salary,stubborn,Management,no,no
7.388888888888888,9,1,8,8,no,yes,r programming,poor,excellent,Software Engineering,testing,higherstudies,product development,no,Comics,Work,stubborn,Management,no,yes
7.033333333333333,6,6,6,3,no,yes,python,excellent,medium,data engineering,security,higherstudies,Sales and Marketing,no,Diaries,salary,stubborn,Technical,yes,no
8.266666666666667,8,2,5,9,no,no,app development,medium,poor,cloud computing,security,job,Finance,yes,Mystery,Work,stubborn,Management,no,yes
7.333333333333333,8,2,8,3,no,yes,information security,medium,poor,Software Engineering,testing,job,Testing and Maintainance Services,yes,Math,Work,stubborn,Management,no,yes
7.722222222222223,1,2,1,3,yes,no,app development,excellent,medium,programming,Business process analyst,higherstudies,Cloud Services,yes,Dictionaries,salary,gentle,Technical,no,no
7.722222222222223,3,2,1,6,yes,no,app development,medium,medium,hacking,testing,job,Finance,no,Trilogy,Work,stubborn,Management,yes,no
7.4,9,1,9,1,yes,yes,machine learning,medium,excellent,cloud computing,testing,job,Cloud Services,no,Anthology,salary,gentle,Technical,no,yes
7.366666666666667,1,4,2,7,no,yes,full stack,excellent,excellent,parallel computing,security,job,Service Based,yes,Comics,Work,stubborn,Management,no,no
7.855555555555556,6,2,3,4,no,yes,python,medium,poor,hacking,Business process analyst,higherstudies,BPA,yes,Diaries,Work,gentle,Management,yes,yes
7.866666666666667,7,5,6,3,no,no,information security,poor,excellent,Software Engineering,system developer,higherstudies,Sales and Marketing,no,Math,salary,stubborn,Technical,yes,yes
7.5,6,1,9,4,no,yes,machine learning,excellent,excellent,Computer Architecture,Business process analyst,job,Product based,no,Childrens,salary,stubborn,Management,yes,yes
7.5777777777777775,2,6,3,8,yes,no,shell programming,poor,medium,networks,testing,job,Testing and Maintainance Services,yes,Satire,Work,gentle,Management,yes,no
7.855555555555556,6,0,3,7,yes,no,hadoop,medium,excellent,hacking,security,job,SAaS services,no,Comics,Work,gentle,Technical,yes,no
7.977777777777777,2,0,2,7,no,no,information security,excellent,poor,parallel computing,testing,job,BPA,no,Trilogy,Work,stubborn,Management,yes,no
7.433333333333333,8,0,2,2,no,yes,r programming,medium,excellent,Software Engineering,testing,job,Product based,yes,Guide,Work,gentle,Management,no,yes
7.2666666666666675,3,3,3,9,no,no,machine learning,medium,poor,Software Engineering,system developer,higherstudies,SAaS services,no,Science,Work,stubborn,Technical,no,yes
7.555555555555555,1,6,6,4,yes,yes,full stack,poor,poor,parallel computing,developer,higherstudies,Cloud Services,no,Biographies,salary,gentle,Technical,yes,no
8.1,8,5,9,4,yes,no,hadoop,medium,excellent,cloud computing,cloud computing,higherstudies,BPA,yes,Anthology,Work,gentle,Management,yes,no
7.7555555555555555,4,5,6,1,no,yes,python,medium,poor,programming,developer,job,Service Based,no,Horror,Work,stubborn,Technical,yes,no
8.044444444444444,4,5,5,1,no,yes,machine learning,excellent,poor,Management,Business process analyst,higherstudies,Testing and Maintainance Services,no,Romance,salary,stubborn,Technical,no,no
7.933333333333333,8,1,2,6,no,yes,distro making,excellent,poor,Software Engineering,security,higherstudies,Web Services,no,Comics,salary,gentle,Technical,yes,no
7.455555555555556,6,6,8,6,no,yes,python,excellent,medium,networks,security,higherstudies,BPA,no,Journals,salary,stubborn,Technical,no,yes
7.566666666666667,5,3,9,6,no,no,distro making,medium,excellent,networks,security,job,Web Services,no,Cookbooks,Work,stubborn,Technical,no,yes
7.844444444444444,2,2,4,9,yes,no,information security,excellent,poor,data engineering,system developer,higherstudies,product development,no,Horror,salary,gentle,Management,no,yes
7.555555555555555,3,3,2,6,yes,no,python,poor,poor,hacking,cloud computing,job,Service Based,yes,Encyclopedias,Work,stubborn,Management,no,yes
7.433333333333333,7,3,4,2,yes,yes,shell programming,medium,excellent,networks,system developer,higherstudies,product development,yes,Self help,salary,gentle,Management,yes,yes
